Seller ID,Sellers Main Category,Sign-up Time,Activation Time,1st Listing,1st Salable,1st Transaction,phe duyet,sau thu tuc,chuan bi,san pham dau tien
439,BBFF,4/14/2018,4/17/2018,6/12/2018,6/13/2018,8/10/2018,3,118,1,58
440,BBFF,4/20/2018,6/8/2018,6/5/2018,6/19/2018,6/18/2018,49,59,14,-1
441,LifeStyle,4/20/2018,4/24/2018,5/15/2018,6/19/2018,6/20/2018,4,61,35,1
442,LifeStyle,4/23/2018,6/12/2018,6/12/2018,6/22/2018,7/5/2018,50,73,10,13
443,BBFF,5/23/2018,6/30/2018,7/19/2018,7/22/2018,7/21/2018,38,59,3,-1
444,Book,6/4/2018,7/5/2018,7/20/2018,8/3/2018,8/31/2018,31,88,14,28
445,BBFF,6/7/2018,7/30/2018,8/3/2018,8/6/2018,8/8/2018,53,62,3,2
446,BBFF,7/31/2018,8/6/2018,8/10/2018,9/29/2018,10/6/2018,6,67,50,7
447,Electronic,2/1/2018,2/13/2018,3/31/2018,4/1/2018,8/5/2018,12,185,1,126
448,BBFF,2/2/2018,3/11/2018,3/16/2018,4/2/2018,4/12/2018,37,69,17,10
449,BBFF,2/5/2018,3/2/2018,3/17/2018,4/5/2018,4/6/2018,25,60,19,1
450,BBFF,3/28/2018,3/29/2018,4/18/2018,5/26/2018,6/20/2018,1,84,38,25
451,LifeStyle,4/11/2018,4/27/2018,6/8/2018,6/9/2018,6/17/2018,16,67,1,8
452,BBFF,5/4/2018,6/27/2018,5/16/2018,7/2/2018,7/6/2018,54,63,47,4
453,BBFF,5/21/2018,6/22/2018,7/14/2018,7/19/2018,7/29/2018,32,69,5,10
454,BBFF,5/24/2018,5/31/2018,7/17/2018,7/22/2018,7/24/2018,7,61,5,2
455,Book,5/24/2018,5/30/2018,7/17/2018,7/22/2018,7/20/2018,6,57,5,-2
456,BBFF,5/28/2018,6/22/2018,6/28/2018,7/26/2018,7/31/2018,25,64,28,5
457,Digital Service,6/4/2018,7/20/2018,7/31/2018,8/2/2018,8/29/2018,46,86,2,27
458,BBFF,6/12/2018,6/25/2018,7/16/2018,8/10/2018,8/17/2018,13,66,25,7
459,BBFF,6/16/2018,7/18/2018,7/17/2018,8/14/2018,8/14/2018,32,59,28,0
460,BBFF,7/9/2018,8/6/2018,8/21/2018,9/6/2018,9/8/2018,28,61,16,2
461,BBFF,7/9/2018,8/2/2018,8/24/2018,9/6/2018,9/10/2018,24,63,13,4
462,LifeStyle,7/13/2018,7/27/2018,9/10/2018,9/10/2018,9/21/2018,14,70,0,11
463,Book,7/16/2018,8/13/2018,8/31/2018,9/13/2018,9/14/2018,28,60,13,1
464,BBFF,8/6/2018,8/27/2018,9/17/2018,10/4/2018,10/12/2018,21,67,17,8
465,Electronic,1/18/2018,3/2/2018,3/16/2018,3/17/2018,3/21/2018,43,62,1,4
466,Electronic,2/7/2018,3/5/2018,3/29/2018,4/6/2018,4/10/2018,26,62,8,4
467,LifeStyle,3/11/2018,4/18/2018,4/20/2018,5/8/2018,8/6/2018,38,148,18,90
468,LifeStyle,4/9/2018,4/20/2018,4/10/2018,6/6/2018,6/20/2018,11,72,57,14
469,BBFF,5/25/2018,6/18/2018,7/19/2018,7/22/2018,7/21/2018,24,57,3,-1
470,BBFF,5/25/2018,6/6/2018,7/12/2018,7/22/2018,7/25/2018,12,61,10,3
471,BBFF,5/29/2018,7/13/2018,7/25/2018,7/26/2018,8/7/2018,45,70,1,12
472,BBFF,3/11/2018,3/19/2018,4/27/2018,5/7/2018,5/12/2018,8,62,10,5
473,Electronic,3/26/2018,3/30/2018,4/11/2018,5/22/2018,5/23/2018,4,58,41,1
474,BBFF,3/29/2018,4/17/2018,5/7/2018,5/25/2018,6/5/2018,19,68,18,11
475,LifeStyle,4/13/2018,4/19/2018,5/21/2018,6/9/2018,6/10/2018,6,58,19,1
476,BBFF,4/13/2018,4/17/2018,4/17/2018,6/9/2018,6/8/2018,4,56,53,-1
477,Electronic,4/21/2018,4/27/2018,6/16/2018,6/17/2018,7/21/2018,6,91,1,34
478,BBFF,5/7/2018,6/22/2018,5/28/2018,7/3/2018,7/4/2018,46,58,36,1
479,Electronic,5/18/2018,5/18/2018,5/25/2018,7/14/2018,7/30/2018,0,73,50,16
480,BBFF,5/23/2018,6/26/2018,7/3/2018,7/19/2018,7/31/2018,34,69,16,12
481,BBFF,6/12/2018,7/26/2018,8/1/2018,8/8/2018,8/4/2018,44,53,7,-4
482,LifeStyle,6/20/2018,8/14/2018,7/20/2018,8/16/2018,10/2/2018,55,104,27,47
483,LifeStyle,6/28/2018,8/13/2018,7/5/2018,8/24/2018,8/24/2018,46,57,50,0
484,BBFF,7/9/2018,7/30/2018,8/31/2018,9/4/2018,9/5/2018,21,58,4,1
485,BBFF,7/31/2018,8/1/2018,8/14/2018,9/26/2018,9/28/2018,1,59,43,2
486,BBFF,1/29/2018,3/2/2018,2/5/2018,3/26/2018,3/30/2018,32,60,49,4
487,Electronic,4/4/2018,4/12/2018,5/29/2018,5/30/2018,8/24/2018,8,142,1,86
488,BBFF,5/30/2018,7/18/2018,7/2/2018,7/25/2018,7/28/2018,49,59,23,3
489,LifeStyle,6/26/2018,7/12/2018,8/15/2018,8/21/2018,8/23/2018,16,58,6,2
490,BBFF,7/13/2018,8/25/2018,8/31/2018,9/7/2018,9/11/2018,43,60,7,4
491,BBFF,7/18/2018,7/25/2018,9/11/2018,9/12/2018,9/12/2018,7,56,1,0
492,Electronic,7/18/2018,7/23/2018,9/10/2018,9/12/2018,9/17/2018,5,61,2,5
493,BBFF,7/20/2018,7/24/2018,9/12/2018,9/14/2018,9/16/2018,4,58,2,2
494,LifeStyle,2/1/2018,2/13/2018,3/27/2018,3/28/2018,10/4/2018,12,245,1,190
495,BBFF,4/12/2018,5/8/2018,5/31/2018,6/6/2018,6/20/2018,26,69,6,14
496,LifeStyle,4/20/2018,5/7/2018,6/1/2018,6/14/2018,7/29/2018,17,100,13,45
497,BBFF,5/18/2018,6/29/2018,7/10/2018,7/12/2018,7/14/2018,42,57,2,2
498,BBFF,5/31/2018,6/5/2018,6/9/2018,7/25/2018,7/24/2018,5,54,46,-1
499,LifeStyle,6/4/2018,7/19/2018,7/20/2018,7/29/2018,7/29/2018,45,55,9,0
500,LifeStyle,6/8/2018,7/26/2018,6/15/2018,8/2/2018,8/27/2018,48,80,48,25
501,BBFF,6/15/2018,7/27/2018,7/27/2018,8/9/2018,8/8/2018,42,54,13,-1
502,BBFF,6/22/2018,7/25/2018,8/15/2018,8/16/2018,8/18/2018,33,57,1,2
503,BBFF,6/29/2018,7/16/2018,8/22/2018,8/23/2018,8/24/2018,17,56,1,1
504,BBFF,7/9/2018,7/25/2018,8/15/2018,9/2/2018,9/6/2018,16,59,18,4
505,LifeStyle,8/7/2018,8/31/2018,9/24/2018,10/1/2018,10/7/2018,24,61,7,6
506,BBFF,1/25/2018,2/2/2018,2/5/2018,3/20/2018,3/21/2018,8,55,43,1
507,BBFF,3/23/2018,3/30/2018,4/10/2018,5/16/2018,5/16/2018,7,54,36,0
508,Electronic,4/6/2018,4/18/2018,5/31/2018,5/30/2018,6/9/2018,12,64,-1,10
509,LifeStyle,4/16/2018,5/29/2018,6/8/2018,6/9/2018,6/21/2018,43,66,1,12
510,LifeStyle,4/27/2018,6/14/2018,6/19/2018,6/20/2018,7/18/2018,48,82,1,28
511,BBFF,5/17/2018,6/11/2018,7/5/2018,7/10/2018,7/20/2018,25,64,5,10
512,BBFF,8/22/2018,8/30/2018,8/23/2018,10/15/2018,10/16/2018,8,55,53,1
513,Electronic,1/30/2018,2/9/2018,3/23/2018,3/24/2018,5/21/2018,10,111,1,58
514,LifeStyle,2/26/2018,3/6/2018,3/28/2018,4/20/2018,5/8/2018,8,71,23,18
515,BBFF,3/23/2018,3/28/2018,5/10/2018,5/15/2018,5/27/2018,5,65,5,12
516,Digital Service,3/31/2018,4/13/2018,5/22/2018,5/23/2018,6/1/2018,13,62,1,9
517,LifeStyle,4/17/2018,4/19/2018,4/19/2018,6/9/2018,6/20/2018,2,64,51,11
518,LifeStyle,4/21/2018,5/9/2018,4/27/2018,6/13/2018,6/16/2018,18,56,47,3
519,BBFF,6/19/2018,8/13/2018,8/10/2018,8/11/2018,8/15/2018,55,57,1,4
520,LifeStyle,3/15/2018,4/2/2018,4/26/2018,5/6/2018,5/6/2018,18,52,10,0
521,Electronic,3/24/2018,3/30/2018,5/9/2018,5/15/2018,6/5/2018,6,73,6,21
522,BBFF,3/31/2018,4/27/2018,5/17/2018,5/22/2018,6/3/2018,27,64,5,12
523,BBFF,5/2/2018,5/14/2018,6/9/2018,6/23/2018,7/20/2018,12,79,14,27
524,BBFF,5/8/2018,5/9/2018,6/28/2018,6/29/2018,7/7/2018,1,60,1,8
525,LifeStyle,5/29/2018,5/31/2018,6/15/2018,7/20/2018,7/21/2018,2,53,35,1
526,BBFF,6/6/2018,6/27/2018,7/24/2018,7/28/2018,8/7/2018,21,62,4,10
527,BBFF,6/8/2018,6/22/2018,7/26/2018,7/30/2018,8/9/2018,14,62,4,10
528,BBFF,6/28/2018,8/3/2018,8/9/2018,8/19/2018,8/21/2018,36,54,10,2
529,BBFF,6/28/2018,7/5/2018,8/17/2018,8/19/2018,9/4/2018,7,68,2,16
530,LifeStyle,6/29/2018,8/14/2018,8/15/2018,8/20/2018,8/30/2018,46,62,5,10
531,BBFF,7/10/2018,8/22/2018,8/23/2018,8/31/2018,9/1/2018,43,53,8,1
532,BBFF,7/21/2018,7/24/2018,8/1/2018,9/11/2018,9/11/2018,3,52,41,0
533,BBFF,7/31/2018,8/9/2018,8/16/2018,9/21/2018,10/4/2018,9,65,36,13
534,Digital Service,1/14/2018,3/5/2018,2/28/2018,3/6/2018,3/15/2018,50,60,6,9
535,BBFF,1/23/2018,3/2/2018,2/8/2018,3/15/2018,5/9/2018,38,106,35,55
536,Digital Service,4/4/2018,5/22/2018,4/17/2018,5/25/2018,6/1/2018,48,58,38,7
537,BBFF,4/23/2018,5/2/2018,5/28/2018,6/13/2018,6/13/2018,9,51,16,0
538,BBFF,5/9/2018,6/20/2018,6/22/2018,6/29/2018,7/6/2018,42,58,7,7
539,Digital Service,5/16/2018,6/25/2018,6/29/2018,7/6/2018,9/8/2018,40,115,7,64
540,Electronic,5/16/2018,5/23/2018,7/5/2018,7/6/2018,7/5/2018,7,50,1,-1
541,Electronic,6/5/2018,6/22/2018,6/29/2018,7/26/2018,8/7/2018,17,63,27,12
542,BBFF,7/9/2018,8/1/2018,8/27/2018,8/29/2018,8/29/2018,23,51,2,0
543,LifeStyle,7/17/2018,8/8/2018,8/13/2018,9/6/2018,9/12/2018,22,57,24,6
544,BBFF,7/30/2018,8/9/2018,8/16/2018,9/19/2018,10/7/2018,10,69,34,18
545,LifeStyle,8/7/2018,9/14/2018,9/5/2018,9/27/2018,9/28/2018,38,52,22,1
546,BBFF,8/21/2018,8/22/2018,10/11/2018,10/11/2018,10/12/2018,1,52,0,1
547,LifeStyle,1/10/2018,2/13/2018,2/1/2018,3/1/2018,3/22/2018,34,71,28,21
548,Electronic,2/9/2018,3/7/2018,3/29/2018,3/31/2018,4/11/2018,26,61,2,11
549,BBFF,3/6/2018,3/27/2018,4/21/2018,4/25/2018,4/26/2018,21,51,4,1
550,Book,3/19/2018,4/18/2018,4/25/2018,5/8/2018,5/14/2018,30,56,13,6
551,LifeStyle,3/24/2018,4/5/2018,5/9/2018,5/13/2018,6/27/2018,12,95,4,45
552,Digital Service,3/27/2018,5/2/2018,5/10/2018,5/16/2018,8/9/2018,36,135,6,85
553,BBFF,3/27/2018,3/28/2018,4/17/2018,5/16/2018,5/17/2018,1,51,29,1
554,BBFF,3/28/2018,4/2/2018,4/24/2018,5/17/2018,5/23/2018,5,56,23,6
555,LifeStyle,4/3/2018,4/20/2018,4/3/2018,5/23/2018,6/27/2018,17,85,50,35
556,Digital Service,4/3/2018,4/12/2018,5/18/2018,5/23/2018,6/3/2018,9,61,5,11
557,BBFF,4/5/2018,4/17/2018,5/22/2018,5/25/2018,5/31/2018,12,56,3,6
558,BBFF,4/9/2018,4/27/2018,5/28/2018,5/29/2018,5/29/2018,18,50,1,0
559,Electronic,4/16/2018,4/27/2018,5/29/2018,6/5/2018,6/12/2018,11,57,7,7
560,BBFF,5/7/2018,5/11/2018,6/20/2018,6/26/2018,6/26/2018,4,50,6,0
561,Digital Service,5/14/2018,6/29/2018,6/4/2018,7/3/2018,8/16/2018,46,94,29,44
562,LifeStyle,5/16/2018,5/30/2018,7/3/2018,7/5/2018,7/13/2018,14,58,2,8
563,BBFF,6/20/2018,6/27/2018,6/29/2018,8/9/2018,8/14/2018,7,55,41,5
564,LifeStyle,6/25/2018,7/12/2018,8/13/2018,8/14/2018,8/16/2018,17,52,1,2
565,BBFF,7/20/2018,8/31/2018,9/7/2018,9/8/2018,9/26/2018,42,68,1,18
566,LifeStyle,8/15/2018,8/21/2018,9/24/2018,10/4/2018,10/1/2018,6,47,10,-3
567,BBFF,8/21/2018,9/28/2018,9/10/2018,10/10/2018,10/11/2018,38,51,30,1
568,LifeStyle,8/22/2018,9/7/2018,9/19/2018,10/11/2018,10/12/2018,16,51,22,1
569,BBFF,2/1/2018,3/19/2018,2/13/2018,3/22/2018,6/16/2018,46,135,37,86
570,BBFF,3/23/2018,3/29/2018,4/13/2018,5/11/2018,5/14/2018,6,52,28,3
571,LifeStyle,3/23/2018,3/29/2018,4/23/2018,5/11/2018,5/15/2018,6,53,18,4
572,BBFF,3/24/2018,3/28/2018,4/17/2018,5/12/2018,5/14/2018,4,51,25,2
573,BBFF,4/17/2018,4/27/2018,6/4/2018,6/5/2018,7/1/2018,10,75,1,26
574,BBFF,5/8/2018,5/22/2018,6/18/2018,6/26/2018,6/27/2018,14,50,8,1
575,LifeStyle,5/16/2018,6/19/2018,6/22/2018,7/4/2018,7/12/2018,34,57,12,8
576,BBFF,5/16/2018,5/31/2018,6/27/2018,7/4/2018,7/17/2018,15,62,7,13
577,BBFF,5/24/2018,6/4/2018,6/30/2018,7/12/2018,7/20/2018,11,57,12,8
578,LifeStyle,6/14/2018,7/20/2018,7/25/2018,8/2/2018,8/11/2018,36,58,8,9
579,BBFF,6/14/2018,6/30/2018,7/12/2018,8/2/2018,8/5/2018,16,52,21,3
580,BBFF,6/14/2018,6/29/2018,7/12/2018,8/2/2018,8/8/2018,15,55,21,6
581,BBFF,6/19/2018,8/21/2018,8/6/2018,8/7/2018,8/30/2018,63,72,1,23
582,LifeStyle,6/20/2018,6/30/2018,7/26/2018,8/8/2018,10/5/2018,10,107,13,58
583,LifeStyle,7/27/2018,7/28/2018,9/11/2018,9/14/2018,9/20/2018,1,55,3,6
584,BBFF,7/30/2018,8/15/2018,8/15/2018,9/17/2018,9/22/2018,16,54,33,5
585,BBFF,8/9/2018,8/27/2018,9/6/2018,9/27/2018,10/1/2018,18,53,21,4
586,BBFF,8/14/2018,8/16/2018,8/15/2018,10/2/2018,10/3/2018,2,50,48,1
587,BBFF,8/16/2018,8/30/2018,10/4/2018,10/4/2018,10/12/2018,14,57,0,8
588,BBFF,1/30/2018,2/8/2018,3/6/2018,3/19/2018,3/16/2018,9,45,13,-3
589,Electronic,1/30/2018,2/7/2018,2/7/2018,3/19/2018,3/18/2018,8,47,40,-1
590,Electronic,3/9/2018,3/26/2018,4/24/2018,4/26/2018,4/27/2018,17,49,2,1
591,BBFF,3/24/2018,4/5/2018,3/29/2018,5/11/2018,5/21/2018,12,58,43,10
592,LifeStyle,4/5/2018,5/10/2018,4/13/2018,5/23/2018,5/28/2018,35,53,40,5
593,LifeStyle,4/5/2018,5/2/2018,4/9/2018,5/23/2018,5/31/2018,27,56,44,8
594,LifeStyle,4/11/2018,4/16/2018,5/25/2018,5/29/2018,6/8/2018,5,58,4,10
595,BBFF,4/22/2018,5/8/2018,6/5/2018,6/9/2018,6/8/2018,16,47,4,-1
596,BBFF,5/8/2018,6/7/2018,6/19/2018,6/25/2018,6/28/2018,30,51,6,3
597,BBFF,5/8/2018,5/24/2018,6/15/2018,6/25/2018,6/28/2018,16,51,10,3
598,BBFF,5/10/2018,6/19/2018,6/25/2018,6/27/2018,7/3/2018,40,54,2,6
599,Book,5/24/2018,6/28/2018,6/29/2018,7/11/2018,7/20/2018,35,57,12,9
600,BBFF,5/31/2018,6/7/2018,7/6/2018,7/18/2018,7/20/2018,7,50,12,2
601,BBFF,6/4/2018,6/12/2018,7/11/2018,7/22/2018,7/26/2018,8,52,11,4
602,LifeStyle,6/11/2018,6/28/2018,7/12/2018,7/29/2018,8/7/2018,17,57,17,9
603,BBFF,6/14/2018,6/29/2018,7/21/2018,8/1/2018,8/1/2018,15,48,11,0
604,BBFF,6/19/2018,6/28/2018,7/4/2018,8/6/2018,8/7/2018,9,49,33,1
605,LifeStyle,6/21/2018,7/13/2018,7/9/2018,8/8/2018,8/9/2018,22,49,30,1
606,BBFF,7/5/2018,7/24/2018,8/17/2018,8/22/2018,9/9/2018,19,66,5,18
607,Book,7/11/2018,8/16/2018,7/12/2018,8/28/2018,9/3/2018,36,54,47,6
608,BBFF,2/2/2018,3/1/2018,2/13/2018,3/21/2018,3/27/2018,27,53,36,6
609,LifeStyle,3/30/2018,5/10/2018,5/12/2018,5/16/2018,5/22/2018,41,53,4,6
610,BBFF,3/30/2018,4/12/2018,4/11/2018,5/16/2018,5/30/2018,13,61,35,14
611,BBFF,4/13/2018,4/27/2018,5/3/2018,5/30/2018,6/12/2018,14,60,27,13
612,LifeStyle,4/18/2018,5/23/2018,5/31/2018,6/4/2018,7/20/2018,35,93,4,46
613,BBFF,5/19/2018,6/14/2018,7/2/2018,7/5/2018,7/7/2018,26,49,3,2
614,LifeStyle,5/21/2018,6/18/2018,7/6/2018,7/7/2018,7/11/2018,28,51,1,4
615,LifeStyle,5/21/2018,5/25/2018,7/6/2018,7/7/2018,7/24/2018,4,64,1,17
616,BBFF,5/23/2018,5/24/2018,6/28/2018,7/9/2018,7/17/2018,1,55,11,8
617,Electronic,5/24/2018,6/25/2018,6/26/2018,7/10/2018,8/1/2018,32,69,14,22
618,BBFF,6/17/2018,7/25/2018,6/20/2018,8/3/2018,8/5/2018,38,49,44,2
619,Electronic,6/21/2018,6/29/2018,8/3/2018,8/7/2018,8/8/2018,8,48,4,1
620,Digital Service,7/6/2018,8/8/2018,8/18/2018,8/22/2018,8/22/2018,33,47,4,0
621,BBFF,7/26/2018,7/27/2018,8/2/2018,9/11/2018,9/11/2018,1,47,40,0
622,Electronic,8/2/2018,8/7/2018,8/10/2018,9/18/2018,9/20/2018,5,49,39,2
623,BBFF,8/13/2018,8/21/2018,9/4/2018,9/29/2018,9/28/2018,8,46,25,-1
624,Electronic,8/18/2018,9/18/2018,9/10/2018,10/4/2018,10/6/2018,31,49,24,2
625,BBFF,1/24/2018,2/28/2018,2/2/2018,3/11/2018,3/16/2018,35,51,37,5
626,BBFF,2/1/2018,3/13/2018,2/5/2018,3/19/2018,3/17/2018,40,44,42,-2
627,Digital Service,3/20/2018,4/24/2018,5/4/2018,5/5/2018,5/18/2018,35,59,1,13
628,BBFF,3/20/2018,4/5/2018,4/26/2018,5/5/2018,5/8/2018,16,49,9,3
629,BBFF,3/27/2018,5/4/2018,5/9/2018,5/12/2018,5/29/2018,38,63,3,17
630,LifeStyle,3/30/2018,5/4/2018,5/11/2018,5/15/2018,6/18/2018,35,80,4,34
631,BBFF,3/31/2018,4/11/2018,4/23/2018,5/16/2018,5/17/2018,11,47,23,1
632,Electronic,4/4/2018,4/20/2018,4/11/2018,5/20/2018,6/11/2018,16,68,39,22
633,Electronic,4/21/2018,4/25/2018,6/5/2018,6/6/2018,6/15/2018,4,55,1,9
634,Book,4/27/2018,5/4/2018,6/11/2018,6/12/2018,7/13/2018,7,77,1,31
635,LifeStyle,5/2/2018,6/13/2018,5/16/2018,6/17/2018,9/18/2018,42,139,32,93
636,BBFF,5/12/2018,5/30/2018,6/6/2018,6/27/2018,6/26/2018,18,45,21,-1
637,LifeStyle,6/7/2018,6/27/2018,7/19/2018,7/23/2018,7/29/2018,20,52,4,6
638,Electronic,7/6/2018,7/26/2018,8/7/2018,8/21/2018,8/22/2018,20,47,14,1
639,BBFF,7/17/2018,8/13/2018,8/17/2018,9/1/2018,9/3/2018,27,48,15,2
640,BBFF,7/26/2018,9/10/2018,9/10/2018,9/10/2018,10/18/2018,46,84,0,38
641,BBFF,7/26/2018,7/29/2018,8/7/2018,9/10/2018,9/12/2018,3,48,34,2
642,BBFF,7/26/2018,7/28/2018,8/31/2018,9/10/2018,9/23/2018,2,59,10,13
643,BBFF,8/17/2018,8/22/2018,9/19/2018,10/2/2018,10/6/2018,5,50,13,4
644,BBFF,8/29/2018,8/29/2018,9/11/2018,10/14/2018,10/16/2018,0,48,33,2
645,LifeStyle,8/30/2018,8/30/2018,9/21/2018,10/15/2018,10/16/2018,0,47,24,1
646,BBFF,3/24/2018,3/29/2018,4/24/2018,5/8/2018,5/9/2018,5,46,14,1
647,Book,3/27/2018,4/5/2018,5/9/2018,5/11/2018,5/11/2018,9,45,2,0
648,BBFF,4/4/2018,4/13/2018,5/17/2018,5/19/2018,6/3/2018,9,60,2,15
649,BBFF,4/6/2018,5/15/2018,5/18/2018,5/21/2018,6/19/2018,39,74,3,29
650,BBFF,4/9/2018,4/23/2018,5/23/2018,5/24/2018,5/26/2018,14,47,1,2
651,Book,4/11/2018,5/8/2018,4/16/2018,5/26/2018,5/31/2018,27,50,40,5
652,BBFF,5/3/2018,5/7/2018,6/15/2018,6/17/2018,6/16/2018,4,44,2,-1
653,Book,5/7/2018,6/21/2018,6/20/2018,6/21/2018,6/21/2018,45,45,1,0
654,BBFF,5/12/2018,5/30/2018,6/22/2018,6/26/2018,6/28/2018,18,47,4,2
655,BBFF,5/22/2018,5/30/2018,5/30/2018,7/6/2018,7/24/2018,8,63,37,18
656,LifeStyle,6/16/2018,7/20/2018,7/30/2018,7/31/2018,7/31/2018,34,45,1,0
657,BBFF,6/25/2018,7/11/2018,8/1/2018,8/9/2018,9/9/2018,16,76,8,31
658,BBFF,6/28/2018,7/24/2018,8/4/2018,8/12/2018,8/11/2018,26,44,8,-1
659,BBFF,7/30/2018,8/10/2018,9/4/2018,9/13/2018,9/17/2018,11,49,9,4
660,BBFF,7/30/2018,8/9/2018,8/27/2018,9/13/2018,9/21/2018,10,53,17,8
661,LifeStyle,7/30/2018,8/9/2018,9/13/2018,9/13/2018,9/14/2018,10,46,0,1
662,BBFF,7/31/2018,8/8/2018,9/6/2018,9/14/2018,9/15/2018,8,46,8,1
663,BBFF,8/13/2018,8/14/2018,9/26/2018,9/27/2018,10/4/2018,1,52,1,7
664,BBFF,8/26/2018,8/31/2018,9/28/2018,10/10/2018,10/10/2018,5,45,12,0
665,BBFF,8/27/2018,9/13/2018,9/30/2018,10/11/2018,10/12/2018,17,46,11,1
666,BBFF,1/30/2018,2/28/2018,3/5/2018,3/15/2018,3/16/2018,29,45,10,1
667,Electronic,1/30/2018,2/5/2018,2/7/2018,3/15/2018,3/15/2018,6,44,36,0
668,LifeStyle,4/16/2018,5/21/2018,5/31/2018,5/30/2018,7/19/2018,35,94,-1,50
669,Electronic,4/16/2018,4/20/2018,5/14/2018,5/30/2018,6/1/2018,4,46,16,2
670,Electronic,5/4/2018,5/17/2018,6/14/2018,6/17/2018,6/28/2018,13,55,3,11
671,Digital Service,5/8/2018,6/19/2018,6/13/2018,6/21/2018,7/6/2018,42,59,8,15
672,BBFF,5/9/2018,5/23/2018,6/21/2018,6/22/2018,6/26/2018,14,48,1,4
673,Book,5/18/2018,6/30/2018,6/18/2018,7/1/2018,7/5/2018,43,48,13,4
674,LifeStyle,5/28/2018,5/29/2018,7/10/2018,7/11/2018,7/13/2018,1,46,1,2
675,Electronic,5/29/2018,6/5/2018,6/14/2018,7/12/2018,7/14/2018,7,46,28,2
676,BBFF,6/28/2018,7/19/2018,8/7/2018,8/11/2018,8/11/2018,21,44,4,0
677,Electronic,7/3/2018,8/13/2018,8/15/2018,8/16/2018,8/16/2018,41,44,1,0
678,BBFF,7/11/2018,7/26/2018,8/23/2018,8/24/2018,8/30/2018,15,50,1,6
679,BBFF,7/20/2018,8/3/2018,8/31/2018,9/2/2018,9/3/2018,14,45,2,1
680,BBFF,7/31/2018,8/1/2018,8/31/2018,9/13/2018,9/20/2018,1,51,13,7
681,Book,8/2/2018,8/22/2018,9/14/2018,9/15/2018,9/18/2018,20,47,1,3
682,BBFF,8/7/2018,8/29/2018,9/19/2018,9/20/2018,10/13/2018,22,67,1,23
683,LifeStyle,8/14/2018,8/24/2018,9/5/2018,9/27/2018,10/16/2018,10,63,22,19
684,Book,9/2/2018,9/10/2018,9/25/2018,10/16/2018,10/16/2018,8,44,21,0
685,Digital Service,1/29/2018,3/8/2018,3/6/2018,3/13/2018,3/21/2018,38,51,7,8
686,BBFF,2/5/2018,3/6/2018,3/15/2018,3/20/2018,3/20/2018,29,43,5,0
687,BBFF,2/6/2018,3/13/2018,2/13/2018,3/21/2018,4/29/2018,35,82,36,39
688,BBFF,3/6/2018,3/20/2018,3/8/2018,4/18/2018,4/18/2018,14,43,41,0
689,LifeStyle,3/9/2018,4/9/2018,4/20/2018,4/21/2018,4/23/2018,31,45,1,2
690,LifeStyle,3/9/2018,3/27/2018,4/20/2018,4/21/2018,6/5/2018,18,88,1,45
691,Electronic,3/9/2018,3/21/2018,4/4/2018,4/21/2018,4/21/2018,12,43,17,0
692,LifeStyle,3/26/2018,3/29/2018,4/23/2018,5/8/2018,6/27/2018,3,93,15,50
693,BBFF,3/29/2018,3/30/2018,4/17/2018,5/11/2018,5/9/2018,1,41,24,-2
694,BBFF,3/30/2018,4/12/2018,5/3/2018,5/12/2018,5/17/2018,13,48,9,5
695,Digital Service,4/4/2018,5/16/2018,4/26/2018,5/17/2018,10/6/2018,42,185,21,142
696,Digital Service,4/4/2018,4/18/2018,5/2/2018,5/17/2018,8/7/2018,14,125,15,82
697,LifeStyle,4/11/2018,5/3/2018,5/21/2018,5/24/2018,6/22/2018,22,72,3,29
698,LifeStyle,4/12/2018,4/18/2018,5/24/2018,5/25/2018,5/30/2018,6,48,1,5
699,BBFF,4/16/2018,5/3/2018,5/18/2018,5/29/2018,6/3/2018,17,48,11,5
700,Electronic,5/8/2018,5/25/2018,6/6/2018,6/20/2018,7/2/2018,17,55,14,12
701,BBFF,5/10/2018,5/11/2018,5/21/2018,6/22/2018,8/17/2018,1,99,32,56
702,LifeStyle,5/22/2018,6/11/2018,6/4/2018,7/4/2018,7/25/2018,20,64,30,21
703,BBFF,5/22/2018,5/24/2018,6/29/2018,7/4/2018,7/3/2018,2,42,5,-1
704,LifeStyle,5/25/2018,7/2/2018,7/4/2018,7/7/2018,7/9/2018,38,45,3,2
705,BBFF,5/29/2018,6/8/2018,7/11/2018,7/11/2018,7/20/2018,10,52,0,9
706,LifeStyle,6/12/2018,6/25/2018,7/23/2018,7/25/2018,7/28/2018,13,46,2,3
707,BBFF,6/26/2018,8/1/2018,8/6/2018,8/8/2018,8/20/2018,36,55,2,12
708,Electronic,7/3/2018,7/31/2018,8/8/2018,8/15/2018,8/18/2018,28,46,7,3
709,BBFF,7/30/2018,8/29/2018,9/10/2018,9/11/2018,10/12/2018,30,74,1,31
710,BBFF,8/2/2018,8/20/2018,9/10/2018,9/14/2018,9/19/2018,18,48,4,5
711,LifeStyle,8/22/2018,8/31/2018,9/18/2018,10/4/2018,10/18/2018,9,57,16,14
712,BBFF,8/28/2018,8/31/2018,9/20/2018,10/10/2018,10/12/2018,3,45,20,2
713,BBFF,8/28/2018,8/29/2018,9/20/2018,10/10/2018,10/10/2018,1,43,20,0
