Seller ID,Sellers Main Category,Sign-up Time,Activation Time,1st Listing,1st Salable,1st Transaction,phe duyet,sau thu tuc,chuan bi,san pham dau tien
989,BBFF,1/30/2018,2/6/2018,2/21/2018,3/2/2018,3/2/2018,7,31,9,0
990,BBFF,2/5/2018,2/22/2018,3/1/2018,3/8/2018,3/14/2018,17,37,7,6
991,Electronic,3/26/2018,3/29/2018,4/6/2018,4/26/2018,4/29/2018,3,34,20,3
992,BBFF,4/3/2018,4/20/2018,4/24/2018,5/4/2018,5/4/2018,17,31,10,0
993,BBFF,4/22/2018,5/10/2018,5/22/2018,5/23/2018,6/1/2018,18,40,1,9
994,Digital Service,4/23/2018,5/3/2018,5/22/2018,5/24/2018,6/18/2018,10,56,2,25
995,LifeStyle,5/8/2018,6/7/2018,6/1/2018,6/8/2018,9/12/2018,30,127,7,96
996,BBFF,5/9/2018,5/18/2018,5/28/2018,6/9/2018,6/13/2018,9,35,12,4
997,BBFF,5/9/2018,5/16/2018,6/6/2018,6/9/2018,6/9/2018,7,31,3,0
998,BBFF,5/17/2018,5/21/2018,6/16/2018,6/17/2018,6/23/2018,4,37,1,6
999,BBFF,5/22/2018,6/11/2018,6/12/2018,6/22/2018,6/25/2018,20,34,10,3
1000,Book,5/23/2018,6/21/2018,6/22/2018,6/23/2018,7/5/2018,29,43,1,12
1001,BBFF,5/23/2018,6/13/2018,6/15/2018,6/23/2018,6/22/2018,21,30,8,-1
1002,BBFF,5/23/2018,5/30/2018,6/22/2018,6/23/2018,7/2/2018,7,40,1,9
1003,BBFF,5/28/2018,6/26/2018,6/25/2018,6/28/2018,7/3/2018,29,36,3,5
1004,Electronic,6/10/2018,6/18/2018,7/9/2018,7/11/2018,7/21/2018,8,41,2,10
1005,BBFF,6/13/2018,6/30/2018,7/13/2018,7/14/2018,7/14/2018,17,31,1,0
1006,BBFF,6/21/2018,7/24/2018,7/3/2018,7/22/2018,7/30/2018,33,39,19,8
1007,BBFF,6/21/2018,6/29/2018,7/11/2018,7/22/2018,7/20/2018,8,29,11,-2
1008,BBFF,6/21/2018,6/25/2018,7/11/2018,7/22/2018,7/29/2018,4,38,11,7
1009,BBFF,6/21/2018,6/25/2018,7/18/2018,7/22/2018,7/19/2018,4,28,4,-3
1010,LifeStyle,6/29/2018,7/13/2018,7/24/2018,7/30/2018,8/10/2018,14,42,6,11
1011,BBFF,7/29/2018,7/31/2018,8/28/2018,8/29/2018,8/29/2018,2,31,1,0
1012,LifeStyle,7/31/2018,8/8/2018,8/17/2018,8/31/2018,8/31/2018,8,31,14,0
1013,BBFF,8/6/2018,8/8/2018,8/16/2018,9/6/2018,9/25/2018,2,50,21,19
1014,BBFF,8/8/2018,8/24/2018,9/7/2018,9/8/2018,9/23/2018,16,46,1,15
1015,LifeStyle,8/15/2018,9/14/2018,8/16/2018,9/15/2018,9/18/2018,30,34,30,3
1016,BBFF,8/15/2018,8/16/2018,8/16/2018,9/15/2018,9/27/2018,1,43,30,12
1017,Electronic,8/27/2018,8/29/2018,9/21/2018,9/27/2018,10/10/2018,2,44,6,13
1018,BBFF,8/29/2018,8/30/2018,9/5/2018,9/29/2018,10/2/2018,1,34,24,3
1019,Book,9/10/2018,9/13/2018,9/17/2018,10/11/2018,10/16/2018,3,36,24,5
1020,BBFF,9/14/2018,9/20/2018,10/4/2018,10/15/2018,10/17/2018,6,33,11,2
1021,BBFF,2/1/2018,3/2/2018,2/9/2018,3/3/2018,3/4/2018,29,31,22,1
1022,LifeStyle,2/1/2018,3/1/2018,2/6/2018,3/3/2018,3/3/2018,28,30,25,0
1023,LifeStyle,2/6/2018,2/26/2018,2/28/2018,3/8/2018,3/8/2018,20,30,8,0
1024,Electronic,3/27/2018,4/17/2018,4/6/2018,4/26/2018,4/30/2018,21,34,20,4
1025,BBFF,3/28/2018,3/30/2018,4/17/2018,4/27/2018,4/28/2018,2,31,10,1
1026,LifeStyle,3/30/2018,4/13/2018,4/9/2018,4/29/2018,5/1/2018,14,32,20,2
1027,Book,4/4/2018,4/23/2018,4/20/2018,5/4/2018,5/14/2018,19,40,14,10
1028,BBFF,4/9/2018,4/16/2018,4/24/2018,5/9/2018,5/24/2018,7,45,15,15
1029,LifeStyle,4/19/2018,5/7/2018,5/18/2018,5/19/2018,5/27/2018,18,38,1,8
1030,LifeStyle,4/21/2018,4/27/2018,5/18/2018,5/21/2018,5/24/2018,6,33,3,3
1031,BBFF,4/26/2018,5/10/2018,5/24/2018,5/26/2018,5/25/2018,14,29,2,-1
1032,LifeStyle,4/26/2018,5/2/2018,5/25/2018,5/26/2018,6/9/2018,6,44,1,14
1033,LifeStyle,5/8/2018,5/22/2018,6/6/2018,6/7/2018,6/22/2018,14,45,1,15
1034,LifeStyle,5/8/2018,5/16/2018,6/6/2018,6/7/2018,6/12/2018,8,35,1,5
1035,BBFF,5/9/2018,5/15/2018,6/5/2018,6/8/2018,6/14/2018,6,36,3,6
1036,LifeStyle,5/20/2018,6/11/2018,5/24/2018,6/19/2018,6/20/2018,22,31,26,1
1037,Electronic,5/26/2018,5/28/2018,5/31/2018,6/25/2018,6/26/2018,2,31,25,1
1038,BBFF,6/22/2018,7/10/2018,7/22/2018,7/22/2018,8/9/2018,18,48,0,18
1039,LifeStyle,6/22/2018,6/27/2018,7/18/2018,7/22/2018,7/23/2018,5,31,4,1
1040,BBFF,6/28/2018,7/17/2018,7/13/2018,7/28/2018,8/12/2018,19,45,15,15
1041,BBFF,7/4/2018,7/27/2018,7/19/2018,8/3/2018,8/15/2018,23,42,15,12
1042,LifeStyle,7/11/2018,7/25/2018,8/1/2018,8/10/2018,8/17/2018,14,37,9,7
1043,Electronic,7/16/2018,7/26/2018,7/27/2018,8/15/2018,9/4/2018,10,50,19,20
1044,BBFF,7/20/2018,8/10/2018,8/13/2018,8/19/2018,8/24/2018,21,35,6,5
1045,BBFF,8/1/2018,8/1/2018,8/7/2018,8/31/2018,9/3/2018,0,33,24,3
1046,BBFF,8/7/2018,8/25/2018,8/29/2018,9/6/2018,9/17/2018,18,41,8,11
1047,BBFF,8/7/2018,8/22/2018,8/27/2018,9/6/2018,9/6/2018,15,30,10,0
1048,BBFF,8/22/2018,8/29/2018,9/17/2018,9/21/2018,9/24/2018,7,33,4,3
1049,BBFF,9/4/2018,9/11/2018,9/24/2018,10/4/2018,10/10/2018,7,36,10,6
1050,BBFF,9/4/2018,9/10/2018,9/11/2018,10/4/2018,10/5/2018,6,31,23,1
1051,LifeStyle,9/4/2018,9/5/2018,10/3/2018,10/4/2018,10/14/2018,1,40,1,10
1052,LifeStyle,9/10/2018,9/11/2018,9/20/2018,10/10/2018,10/10/2018,1,30,20,0
1053,BBFF,9/11/2018,9/17/2018,9/27/2018,10/11/2018,10/13/2018,6,32,14,2
1054,Electronic,9/15/2018,10/15/2018,10/15/2018,10/15/2018,10/16/2018,30,31,0,1
1055,Digital Service,2/6/2018,3/7/2018,3/7/2018,3/7/2018,3/11/2018,29,33,0,4
1056,BBFF,3/5/2018,3/14/2018,3/13/2018,4/3/2018,4/7/2018,9,33,21,4
1057,BBFF,3/22/2018,3/29/2018,4/10/2018,4/20/2018,4/22/2018,7,31,10,2
1058,Digital Service,3/26/2018,4/12/2018,4/18/2018,4/24/2018,4/28/2018,17,33,6,4
1059,Digital Service,3/27/2018,4/18/2018,4/2/2018,4/25/2018,4/28/2018,22,32,23,3
1060,BBFF,3/28/2018,4/5/2018,4/6/2018,4/26/2018,4/30/2018,8,33,20,4
1061,BBFF,4/9/2018,4/27/2018,5/2/2018,5/8/2018,6/20/2018,18,72,6,43
1062,BBFF,4/21/2018,4/26/2018,5/11/2018,5/20/2018,5/26/2018,5,35,9,6
1063,Electronic,4/25/2018,4/25/2018,5/22/2018,5/24/2018,5/24/2018,0,29,2,0
1064,LifeStyle,5/10/2018,5/22/2018,6/6/2018,6/8/2018,10/6/2018,12,149,2,120
1065,BBFF,5/19/2018,6/5/2018,6/15/2018,6/17/2018,6/22/2018,17,34,2,5
1066,Digital Service,5/27/2018,6/22/2018,6/18/2018,6/25/2018,6/28/2018,26,32,7,3
1067,LifeStyle,5/28/2018,6/21/2018,6/8/2018,6/26/2018,7/20/2018,24,53,18,24
1068,LifeStyle,6/12/2018,7/9/2018,6/22/2018,7/11/2018,7/22/2018,27,40,19,11
1069,LifeStyle,6/12/2018,7/3/2018,7/10/2018,7/11/2018,9/22/2018,21,102,1,73
1070,BBFF,6/12/2018,6/30/2018,7/11/2018,7/11/2018,7/12/2018,18,30,0,1
1071,LifeStyle,6/15/2018,6/30/2018,7/11/2018,7/14/2018,7/28/2018,15,43,3,14
1072,BBFF,6/21/2018,7/11/2018,7/17/2018,7/20/2018,7/30/2018,20,39,3,10
1073,BBFF,6/23/2018,7/3/2018,7/11/2018,7/22/2018,8/1/2018,10,39,11,10
1074,LifeStyle,7/3/2018,7/20/2018,7/31/2018,8/1/2018,9/1/2018,17,60,1,31
1075,LifeStyle,7/5/2018,7/13/2018,7/12/2018,8/3/2018,8/7/2018,8,33,22,4
1076,Book,7/12/2018,7/27/2018,8/2/2018,8/10/2018,8/21/2018,15,40,8,11
1077,BBFF,7/24/2018,7/31/2018,8/7/2018,8/22/2018,8/22/2018,7,29,15,0
1078,BBFF,7/26/2018,7/28/2018,8/23/2018,8/24/2018,8/27/2018,2,32,1,3
1079,BBFF,8/2/2018,8/3/2018,8/27/2018,8/31/2018,10/12/2018,1,71,4,42
1080,BBFF,8/2/2018,8/2/2018,8/18/2018,8/31/2018,9/1/2018,0,30,13,1
1081,Digital Service,8/6/2018,8/23/2018,8/28/2018,9/4/2018,9/12/2018,17,37,7,8
1082,BBFF,8/8/2018,8/24/2018,8/31/2018,9/6/2018,9/6/2018,16,29,6,0
1083,BBFF,8/9/2018,8/22/2018,9/6/2018,9/7/2018,9/13/2018,13,35,1,6
1084,BBFF,8/17/2018,8/28/2018,9/12/2018,9/15/2018,9/30/2018,11,44,3,15
1085,BBFF,8/21/2018,8/28/2018,8/30/2018,9/19/2018,9/24/2018,7,34,20,5
1086,BBFF,8/29/2018,8/29/2018,9/25/2018,9/27/2018,10/15/2018,0,47,2,18
1087,Digital Service,9/5/2018,9/5/2018,9/20/2018,10/4/2018,10/12/2018,0,37,14,8
1088,BBFF,9/11/2018,9/18/2018,10/9/2018,10/10/2018,10/14/2018,7,33,1,4
1089,BBFF,9/14/2018,9/27/2018,9/29/2018,10/13/2018,10/13/2018,13,29,14,0
1090,LifeStyle,2/1/2018,4/12/2018,2/6/2018,3/1/2018,8/22/2018,70,202,23,174
1091,BBFF,2/9/2018,3/6/2018,3/7/2018,3/9/2018,3/20/2018,25,39,2,11
1092,BBFF,3/9/2018,3/30/2018,4/5/2018,4/6/2018,4/13/2018,21,35,1,7
1093,BBFF,3/29/2018,3/30/2018,4/17/2018,4/26/2018,4/21/2018,1,23,9,-5
1094,LifeStyle,4/6/2018,4/20/2018,4/16/2018,5/4/2018,5/22/2018,14,46,18,18
1095,BBFF,4/6/2018,4/11/2018,4/17/2018,5/4/2018,5/7/2018,5,31,17,3
1096,Electronic,4/12/2018,4/20/2018,5/8/2018,5/10/2018,10/16/2018,8,187,2,159
1097,Digital Service,4/17/2018,4/19/2018,5/9/2018,5/15/2018,8/23/2018,2,128,6,100
1098,LifeStyle,4/19/2018,5/14/2018,4/20/2018,5/17/2018,5/28/2018,25,39,27,11
1099,Digital Service,4/24/2018,5/17/2018,5/21/2018,5/22/2018,7/31/2018,23,98,1,70
1100,LifeStyle,4/27/2018,4/27/2018,5/23/2018,5/25/2018,6/2/2018,0,36,2,8
1101,BBFF,5/2/2018,5/22/2018,5/28/2018,5/30/2018,7/7/2018,20,66,2,38
1102,BBFF,5/2/2018,5/7/2018,5/17/2018,5/30/2018,6/2/2018,5,31,13,3
1103,BBFF,5/15/2018,6/5/2018,5/24/2018,6/12/2018,6/19/2018,21,35,19,7
1104,Book,5/17/2018,5/25/2018,6/7/2018,6/14/2018,6/14/2018,8,28,7,0
1105,BBFF,6/6/2018,7/19/2018,6/29/2018,7/4/2018,7/20/2018,43,44,5,16
1106,BBFF,6/8/2018,6/11/2018,6/25/2018,7/6/2018,9/15/2018,3,99,11,71
1107,LifeStyle,6/12/2018,6/25/2018,7/4/2018,7/10/2018,7/19/2018,13,37,6,9
1108,LifeStyle,6/14/2018,6/14/2018,7/11/2018,7/12/2018,7/22/2018,0,38,1,10
1109,BBFF,6/19/2018,7/17/2018,7/16/2018,7/17/2018,7/20/2018,28,31,1,3
1110,BBFF,6/24/2018,6/28/2018,7/16/2018,7/22/2018,7/24/2018,4,30,6,2
1111,BBFF,7/13/2018,7/25/2018,7/23/2018,8/10/2018,8/31/2018,12,49,18,21
1112,BBFF,7/18/2018,8/13/2018,8/14/2018,8/15/2018,8/28/2018,26,41,1,13
1113,Electronic,8/2/2018,8/29/2018,8/22/2018,8/30/2018,9/21/2018,27,50,8,22
1114,BBFF,8/8/2018,8/9/2018,8/8/2018,9/5/2018,9/6/2018,1,29,28,1
1115,BBFF,8/15/2018,8/21/2018,9/7/2018,9/12/2018,9/15/2018,6,31,5,3
1116,LifeStyle,8/15/2018,8/16/2018,9/11/2018,9/12/2018,9/25/2018,1,41,1,13
1117,BBFF,8/21/2018,9/5/2018,8/30/2018,9/18/2018,9/20/2018,15,30,19,2
1118,LifeStyle,8/29/2018,8/29/2018,9/4/2018,9/26/2018,9/27/2018,0,29,22,1
1119,BBFF,9/10/2018,9/21/2018,10/8/2018,10/8/2018,10/9/2018,11,29,0,1
1120,Book,9/13/2018,9/20/2018,9/20/2018,10/11/2018,10/13/2018,7,30,21,2
1121,LifeStyle,9/13/2018,9/17/2018,9/17/2018,10/11/2018,10/15/2018,4,32,24,4
1122,BBFF,2/2/2018,2/22/2018,2/23/2018,3/1/2018,2/28/2018,20,26,6,-1
1123,BBFF,2/28/2018,3/21/2018,3/9/2018,3/27/2018,3/29/2018,21,29,18,2
1124,BBFF,3/22/2018,3/29/2018,4/11/2018,4/18/2018,4/20/2018,7,29,7,2
1125,BBFF,3/23/2018,3/28/2018,4/16/2018,4/19/2018,4/20/2018,5,28,3,1
1126,LifeStyle,4/6/2018,4/27/2018,4/22/2018,5/3/2018,5/16/2018,21,40,11,13
1127,BBFF,4/12/2018,4/27/2018,5/4/2018,5/9/2018,6/30/2018,15,79,5,52
1128,LifeStyle,4/19/2018,5/10/2018,5/15/2018,5/16/2018,6/27/2018,21,69,1,42
1129,BBFF,4/21/2018,4/26/2018,5/17/2018,5/18/2018,5/31/2018,5,40,1,13
1130,LifeStyle,4/21/2018,4/25/2018,5/17/2018,5/18/2018,5/26/2018,4,35,1,8
1131,BBFF,4/27/2018,4/27/2018,5/9/2018,5/24/2018,5/23/2018,0,26,15,-1
1132,Electronic,5/26/2018,6/1/2018,6/5/2018,6/22/2018,6/30/2018,6,35,17,8
1133,BBFF,5/29/2018,6/7/2018,6/18/2018,6/25/2018,6/27/2018,9,29,7,2
1134,BBFF,6/1/2018,6/4/2018,6/16/2018,6/28/2018,7/9/2018,3,38,12,11
1135,BBFF,6/6/2018,6/21/2018,6/28/2018,7/3/2018,9/21/2018,15,107,5,80
1136,Electronic,6/12/2018,6/12/2018,6/14/2018,7/9/2018,7/9/2018,0,27,25,0
1137,Electronic,6/13/2018,6/28/2018,7/4/2018,7/10/2018,7/12/2018,15,29,6,2
1138,BBFF,6/20/2018,7/18/2018,7/16/2018,7/17/2018,7/19/2018,28,29,1,2
1139,BBFF,6/20/2018,6/22/2018,7/12/2018,7/17/2018,7/19/2018,2,29,5,2
1140,Book,6/28/2018,7/12/2018,7/2/2018,7/25/2018,7/24/2018,14,26,23,-1
1141,Electronic,6/29/2018,7/13/2018,7/23/2018,7/26/2018,8/26/2018,14,58,3,31
1142,Electronic,7/11/2018,7/26/2018,8/2/2018,8/7/2018,10/17/2018,15,98,5,71
1143,BBFF,7/12/2018,7/19/2018,7/27/2018,8/8/2018,8/21/2018,7,40,12,13
1144,BBFF,7/19/2018,7/26/2018,8/13/2018,8/15/2018,8/15/2018,7,27,2,0
1145,BBFF,7/19/2018,7/24/2018,8/10/2018,8/15/2018,8/21/2018,5,33,5,6
1146,BBFF,7/20/2018,7/26/2018,7/27/2018,8/16/2018,8/21/2018,6,32,20,5
1147,BBFF,7/25/2018,7/28/2018,8/17/2018,8/21/2018,8/30/2018,3,36,4,9
1148,Book,7/26/2018,8/21/2018,8/21/2018,8/22/2018,8/24/2018,26,29,1,2
1149,BBFF,8/21/2018,8/29/2018,9/11/2018,9/17/2018,9/20/2018,8,30,6,3
1150,BBFF,8/31/2018,9/5/2018,9/14/2018,9/27/2018,10/5/2018,5,35,13,8
1151,BBFF,8/31/2018,9/4/2018,9/26/2018,9/27/2018,10/1/2018,4,31,1,4
1152,LifeStyle,9/7/2018,9/10/2018,9/10/2018,10/4/2018,10/8/2018,3,31,24,4
1153,Electronic,3/6/2018,3/21/2018,3/31/2018,4/1/2018,4/3/2018,15,28,1,2
1154,Book,3/15/2018,4/9/2018,4/9/2018,4/10/2018,8/10/2018,25,148,1,122
1155,BBFF,3/23/2018,3/29/2018,4/12/2018,4/18/2018,4/18/2018,6,26,6,0
1156,BBFF,3/23/2018,3/29/2018,4/17/2018,4/18/2018,5/5/2018,6,43,1,17
1157,BBFF,3/24/2018,3/30/2018,4/3/2018,4/19/2018,4/30/2018,6,37,16,11
1158,LifeStyle,3/24/2018,3/28/2018,4/16/2018,4/19/2018,4/21/2018,4,28,3,2
1159,LifeStyle,4/6/2018,4/25/2018,4/27/2018,5/2/2018,5/17/2018,19,41,5,15
1160,BBFF,4/26/2018,5/10/2018,5/18/2018,5/22/2018,5/22/2018,14,26,4,0
1161,LifeStyle,5/3/2018,5/17/2018,5/29/2018,5/29/2018,6/2/2018,14,30,0,4
1162,LifeStyle,5/4/2018,5/21/2018,5/31/2018,5/30/2018,6/12/2018,17,39,-1,13
1163,LifeStyle,5/4/2018,5/9/2018,5/28/2018,5/30/2018,6/5/2018,5,32,2,6
1164,BBFF,5/14/2018,5/31/2018,6/6/2018,6/9/2018,6/8/2018,17,25,3,-1
1165,BBFF,5/17/2018,5/21/2018,6/5/2018,6/12/2018,6/17/2018,4,31,7,5
1166,BBFF,5/22/2018,6/6/2018,5/24/2018,6/17/2018,6/19/2018,15,28,24,2
1167,BBFF,5/24/2018,6/1/2018,6/14/2018,6/19/2018,6/22/2018,8,29,5,3
1168,BBFF,5/24/2018,5/25/2018,6/4/2018,6/19/2018,8/4/2018,1,72,15,46
1169,BBFF,5/25/2018,5/25/2018,6/14/2018,6/20/2018,6/22/2018,0,28,6,2
1170,BBFF,5/31/2018,6/13/2018,6/25/2018,6/26/2018,7/30/2018,13,60,1,34
1171,Electronic,6/8/2018,6/19/2018,6/19/2018,7/4/2018,7/4/2018,11,26,15,0
1172,BBFF,6/21/2018,6/26/2018,7/12/2018,7/17/2018,7/18/2018,5,27,5,1
1173,BBFF,6/23/2018,7/5/2018,7/13/2018,7/19/2018,8/18/2018,12,56,6,30
1174,BBFF,6/26/2018,7/2/2018,7/10/2018,7/22/2018,7/19/2018,6,23,12,-3
1175,BBFF,6/28/2018,7/9/2018,7/19/2018,7/24/2018,7/24/2018,11,26,5,0
1176,LifeStyle,6/30/2018,7/13/2018,7/24/2018,7/26/2018,8/13/2018,13,44,2,18
1177,BBFF,7/6/2018,7/19/2018,7/31/2018,8/1/2018,8/23/2018,13,48,1,22
1178,BBFF,7/19/2018,8/7/2018,7/31/2018,8/14/2018,8/13/2018,19,25,14,-1
1179,Book,7/20/2018,7/23/2018,8/8/2018,8/15/2018,8/15/2018,3,26,7,0
1180,BBFF,8/20/2018,8/20/2018,9/14/2018,9/15/2018,9/27/2018,0,38,1,12
1181,BBFF,8/24/2018,8/24/2018,9/19/2018,9/19/2018,9/19/2018,0,26,0,0
1182,BBFF,8/28/2018,8/29/2018,9/17/2018,9/23/2018,9/28/2018,1,31,6,5
1183,BBFF,9/5/2018,9/21/2018,9/26/2018,10/1/2018,10/10/2018,16,35,5,9
1184,BBFF,9/8/2018,9/12/2018,9/27/2018,10/4/2018,10/3/2018,4,25,7,-1
1185,LifeStyle,2/5/2018,3/1/2018,2/13/2018,3/2/2018,3/15/2018,24,38,17,13
1186,Book,2/9/2018,2/28/2018,2/27/2018,3/6/2018,3/6/2018,19,25,7,0
1187,BBFF,3/19/2018,4/2/2018,3/30/2018,4/13/2018,4/13/2018,14,25,14,0
1188,BBFF,3/22/2018,3/28/2018,4/10/2018,4/16/2018,4/18/2018,6,27,6,2
1189,Electronic,3/23/2018,4/2/2018,4/6/2018,4/17/2018,4/18/2018,10,26,11,1
1190,BBFF,3/23/2018,3/30/2018,4/6/2018,4/17/2018,4/22/2018,7,30,11,5
1191,BBFF,3/23/2018,3/28/2018,4/4/2018,4/17/2018,4/16/2018,5,24,13,-1
1192,LifeStyle,3/24/2018,3/28/2018,4/4/2018,4/18/2018,4/18/2018,4,25,14,0
1193,Digital Service,3/26/2018,4/11/2018,3/28/2018,4/20/2018,9/7/2018,16,165,23,140
1194,BBFF,5/3/2018,5/11/2018,5/17/2018,5/28/2018,5/29/2018,8,26,11,1
1195,LifeStyle,5/16/2018,6/4/2018,5/23/2018,6/10/2018,6/6/2018,19,21,18,-4
1196,BBFF,5/28/2018,5/28/2018,6/16/2018,6/22/2018,6/27/2018,0,30,6,5
1197,LifeStyle,5/31/2018,6/8/2018,6/21/2018,6/25/2018,7/10/2018,8,40,4,15
1198,BBFF,6/1/2018,6/25/2018,6/25/2018,6/26/2018,7/3/2018,24,32,1,7
1199,BBFF,6/1/2018,6/12/2018,6/19/2018,6/26/2018,7/11/2018,11,40,7,15
1200,LifeStyle,6/2/2018,6/21/2018,6/6/2018,6/27/2018,6/28/2018,19,26,21,1
1201,BBFF,6/7/2018,6/28/2018,6/26/2018,7/2/2018,7/17/2018,21,40,6,15
1202,BBFF,6/8/2018,6/21/2018,6/25/2018,7/3/2018,7/2/2018,13,24,8,-1
1203,LifeStyle,6/15/2018,7/2/2018,6/25/2018,7/10/2018,7/15/2018,17,30,15,5
1204,BBFF,6/15/2018,6/25/2018,7/9/2018,7/10/2018,7/11/2018,10,26,1,1
1205,LifeStyle,6/27/2018,7/20/2018,7/19/2018,7/22/2018,7/21/2018,23,24,3,-1
1206,LifeStyle,6/27/2018,6/30/2018,7/12/2018,7/22/2018,8/4/2018,3,38,10,13
1207,Digital Service,7/2/2018,7/9/2018,7/18/2018,7/27/2018,9/14/2018,7,74,9,49
1208,BBFF,7/9/2018,7/24/2018,8/2/2018,8/3/2018,10/12/2018,15,95,1,70
1209,LifeStyle,7/15/2018,8/7/2018,7/25/2018,8/9/2018,8/11/2018,23,27,15,2
1210,LifeStyle,7/21/2018,7/30/2018,8/14/2018,8/15/2018,8/21/2018,9,31,1,6
1211,BBFF,7/23/2018,7/30/2018,8/8/2018,8/17/2018,8/20/2018,7,28,9,3
1212,BBFF,8/2/2018,8/3/2018,8/9/2018,8/27/2018,8/27/2018,1,25,18,0
1213,BBFF,8/6/2018,8/7/2018,8/30/2018,8/31/2018,9/5/2018,1,30,1,5
1214,BBFF,8/12/2018,8/16/2018,9/5/2018,9/6/2018,9/19/2018,4,38,1,13
1215,LifeStyle,8/25/2018,9/25/2018,9/12/2018,9/19/2018,9/26/2018,31,32,7,7
1216,BBFF,8/25/2018,8/30/2018,9/11/2018,9/19/2018,9/19/2018,5,25,8,0
1217,LifeStyle,9/6/2018,9/7/2018,9/25/2018,10/1/2018,10/4/2018,1,28,6,3
1218,BBFF,9/13/2018,9/21/2018,9/30/2018,10/8/2018,10/15/2018,8,32,8,7
1219,BBFF,2/5/2018,2/13/2018,2/22/2018,3/1/2018,3/6/2018,8,29,7,5
1220,Digital Service,3/24/2018,4/16/2018,4/12/2018,4/17/2018,4/18/2018,23,25,5,1
1221,BBFF,3/26/2018,3/30/2018,4/17/2018,4/19/2018,4/19/2018,4,24,2,0
1222,LifeStyle,3/27/2018,3/30/2018,4/11/2018,4/20/2018,4/20/2018,3,24,9,0
1223,Digital Service,4/16/2018,4/20/2018,5/7/2018,5/10/2018,7/9/2018,4,84,3,60
1224,Digital Service,4/27/2018,5/16/2018,5/10/2018,5/21/2018,6/17/2018,19,51,11,27
1225,Book,5/4/2018,5/10/2018,5/23/2018,5/28/2018,5/29/2018,6,25,5,1
1226,BBFF,5/15/2018,6/4/2018,6/4/2018,6/8/2018,6/10/2018,20,26,4,2
1227,Electronic,5/21/2018,5/22/2018,6/13/2018,6/14/2018,6/15/2018,1,25,1,1
1228,LifeStyle,6/4/2018,7/23/2018,6/27/2018,6/28/2018,8/11/2018,49,68,1,44
1229,BBFF,6/5/2018,6/20/2018,6/28/2018,6/29/2018,7/2/2018,15,27,1,3
1230,BBFF,6/21/2018,6/27/2018,7/10/2018,7/15/2018,7/16/2018,6,25,5,1
1231,BBFF,6/28/2018,7/18/2018,7/16/2018,7/22/2018,8/9/2018,20,42,6,18
1232,BBFF,6/28/2018,7/11/2018,7/17/2018,7/22/2018,9/24/2018,13,88,5,64
1233,LifeStyle,6/28/2018,7/10/2018,7/20/2018,7/22/2018,8/6/2018,12,39,2,15
1234,BBFF,6/28/2018,6/29/2018,7/18/2018,7/22/2018,8/21/2018,1,54,4,30
1235,LifeStyle,7/13/2018,8/6/2018,7/20/2018,8/6/2018,8/24/2018,24,42,17,18
1236,Book,7/30/2018,8/3/2018,8/9/2018,8/23/2018,8/23/2018,4,24,14,0
1237,LifeStyle,8/3/2018,8/14/2018,8/17/2018,8/27/2018,9/6/2018,11,34,10,10
1238,BBFF,8/7/2018,8/15/2018,8/16/2018,8/31/2018,9/2/2018,8,26,15,2
1239,BBFF,8/15/2018,8/17/2018,8/31/2018,9/8/2018,9/23/2018,2,39,8,15
1240,BBFF,8/17/2018,8/23/2018,8/28/2018,9/10/2018,9/21/2018,6,35,13,11
1241,BBFF,8/17/2018,8/20/2018,8/20/2018,9/10/2018,9/10/2018,3,24,21,0
1242,LifeStyle,8/20/2018,8/24/2018,8/24/2018,9/13/2018,9/13/2018,4,24,20,0
1243,Electronic,8/20/2018,8/22/2018,8/27/2018,9/13/2018,10/8/2018,2,49,17,25
1244,BBFF,8/21/2018,8/27/2018,8/31/2018,9/14/2018,9/15/2018,6,25,14,1
1245,BBFF,8/24/2018,8/31/2018,9/15/2018,9/17/2018,9/25/2018,7,32,2,8
1246,BBFF,8/25/2018,8/28/2018,9/14/2018,9/18/2018,9/25/2018,3,31,4,7
1247,BBFF,9/5/2018,9/19/2018,9/28/2018,9/29/2018,9/29/2018,14,24,1,0
1248,BBFF,9/6/2018,9/7/2018,9/25/2018,9/30/2018,10/17/2018,1,41,5,17
1249,Digital Service,3/19/2018,3/26/2018,4/7/2018,4/11/2018,4/19/2018,7,31,4,8
1250,Book,3/20/2018,4/9/2018,4/4/2018,4/12/2018,4/12/2018,20,23,8,0
1251,Book,3/24/2018,3/28/2018,3/30/2018,4/16/2018,4/16/2018,4,23,17,0
1252,BBFF,3/28/2018,3/29/2018,3/29/2018,4/20/2018,4/21/2018,1,24,22,1
1253,Electronic,3/28/2018,3/29/2018,4/17/2018,4/20/2018,4/25/2018,1,28,3,5
1254,BBFF,3/31/2018,4/16/2018,4/5/2018,4/23/2018,4/24/2018,16,24,18,1
1255,Electronic,4/9/2018,4/18/2018,4/20/2018,5/2/2018,5/6/2018,9,27,12,4
1256,BBFF,4/10/2018,4/17/2018,4/23/2018,5/3/2018,5/5/2018,7,25,10,2
1257,BBFF,4/17/2018,5/7/2018,5/3/2018,5/10/2018,5/15/2018,20,28,7,5
1258,BBFF,4/17/2018,4/20/2018,5/7/2018,5/10/2018,5/28/2018,3,41,3,18
